route,distance,store,client
"['store', '6', '39', 'client']",[18.79068486294068],"(40.41101822870703, -79.91054922095948)","(40.49518211246172, -80.05067319628749)"
"['store', 'client']",[7.758733105034566],"(40.41101822870703, -79.91054922095948)","(40.45657959973296, -79.97987452295484)"
"['store', 'client']",[2.830784696415409],"(40.41101822870703, -79.91054922095948)","(40.41306401427328, -79.87730571407593)"
"['store', 'client']",[7.507410612842548],"(40.41101822870703, -79.91054922095948)","(40.3674759796265, -79.97818968630057)"
"['store', 'client']",[5.691507652728834],"(40.41101822870703, -79.91054922095948)","(40.462058805433344, -79.9166782082656)"
"['store', 'client']",[8.13687345514749],"(40.41101822870703, -79.91054922095948)","(40.42367332542191, -79.81611716680948)"
"['store', 'client']",[8.546603990554878],"(40.41101822870703, -79.91054922095948)","(40.3423105289618, -79.86519296869444)"
"['store', '15', 'client']",[14.094233236199177],"(40.41101822870703, -79.91054922095948)","(40.49457210046805, -79.79226751492946)"
"['store', '56', 'client']",[11.904895666827764],"(40.41101822870703, -79.91054922095948)","(40.39264124755485, -80.04572015316201)"
"['store', 'client']",[8.477654326837174],"(40.41101822870703, -79.91054922095948)","(40.478451605122686, -79.95740302804519)"
"['store', 'client']",[9.39831508505602],"(40.41101822870703, -79.91054922095948)","(40.38281844264797, -79.80617245442798)"
"['store', 'client']",[6.7348851081399985],"(40.41101822870703, -79.91054922095948)","(40.466604904105054, -79.9423037371174)"
"['store', 'client']",[8.987103491443719],"(40.41101822870703, -79.91054922095948)","(40.365362471107176, -79.99794525396996)"
"['store', '56', '23', '5', '17', '57', '54', '48', 'client']",[55.34726180495938],"(40.41101822870703, -79.91054922095948)","(40.566350039155566, -80.21129132038575)"
"['store', 'client']",[6.0794479238520704],"(40.41101822870703, -79.91054922095948)","(40.45846890294397, -79.94628996315126)"
"['store', 'client']",[6.833939998039341],"(40.41101822870703, -79.91054922095948)","(40.47156310631553, -79.89610026043708)"
"['store', 'client']",[5.872523272440741],"(40.41101822870703, -79.91054922095948)","(40.46119080427202, -79.93243073469228)"
"['store', 'client']",[8.42097646370437],"(40.41101822870703, -79.91054922095948)","(40.363343274759984, -79.98767632841441)"
"['store', '6', '4', '40', 'client']",[27.71685773069285],"(40.41101822870703, -79.91054922095948)","(40.627010067731966, -79.99493454573313)"
"['store', 'client']",[5.667076681871126],"(40.41101822870703, -79.91054922095948)","(40.4567344032784, -79.9402364575215)"
"['store', 'client']",[4.851656335309187],"(40.41101822870703, -79.91054922095948)","(40.45240390404349, -79.92887914841202)"
"['store', '14', '10', 'client']",[19.00306154171264],"(40.41101822870703, -79.91054922095948)","(40.470002038570186, -80.07182206986963)"
"['store', '6', '4', 'client']",[16.096193032794623],"(40.41101822870703, -79.91054922095948)","(40.550847688458674, -79.94798006654321)"
"['store', '56', '23', 'client']",[16.774179664529218],"(40.41101822870703, -79.91054922095948)","(40.365936991612855, -80.08818078337175)"
"['store', '6', '39', 'client']",[21.81421745890938],"(40.41101822870703, -79.91054922095948)","(40.510126586517465, -80.089713516201)"
"['store', 'client']",[7.021804135010843],"(40.41101822870703, -79.91054922095948)","(40.42640659057493, -79.99079803710569)"
"['store', '56', '23', 'client']",[15.571592288907611],"(40.41101822870703, -79.91054922095948)","(40.3677520734885, -80.07409402709874)"
"['store', '14', '10', 'client']",[21.152029208661062],"(40.41101822870703, -79.91054922095948)","(40.45193427030003, -80.15127019252753)"
"['store', '56', 'client']",[11.283312718960586],"(40.41101822870703, -79.91054922095948)","(40.39748884117857, -80.0398727159071)"
"['store', '56', '23', 'client']",[14.12726091454578],"(40.41101822870703, -79.91054922095948)","(40.36656094913722, -80.05699986683871)"
"['store', 'client']",[2.8349928669333706],"(40.41101822870703, -79.91054922095948)","(40.38549520677843, -79.90972774198133)"
"['store', 'client']",[8.925754494626737],"(40.41101822870703, -79.91054922095948)","(40.4539072971774, -79.99951516409047)"
"['store', 'client']",[2.423507935777954],"(40.41101822870703, -79.91054922095948)","(40.42670460232229, -79.9304035080537)"
"['store', 'client']",[2.7255732787637643],"(40.41101822870703, -79.91054922095948)","(40.41287961400064, -79.87853021719705)"
"['store', '14', 'client']",[14.450516774283606],"(40.41101822870703, -79.91054922095948)","(40.46020361776057, -80.06411465617273)"
"['store', '14', 'client']",[15.044885801453965],"(40.41101822870703, -79.91054922095948)","(40.45133413725643, -80.07798894464248)"
"['store', '14', 'client']",[14.597316857704435],"(40.41101822870703, -79.91054922095948)","(40.49111915686596, -80.02412376762034)"
"['store', '6', '39', 'client']",[19.206073009476935],"(40.41101822870703, -79.91054922095948)","(40.50346412822468, -80.05818553398535)"
"['store', '56', '23', 'client']",[18.656022019053633],"(40.41101822870703, -79.91054922095948)","(40.36280791902632, -80.11009217022074)"
"['store', '15', 'client']",[17.209651374140442],"(40.41101822870703, -79.91054922095948)","(40.54272987706396, -79.80468906935556)"
"['store', 'client']",[8.603316195790985],"(40.41101822870703, -79.91054922095948)","(40.34537658118934, -79.96436790493864)"
"['store', '14', 'client']",[14.229842347376973],"(40.41101822870703, -79.91054922095948)","(40.4778013847156, -80.04139299594958)"
"['store', '6', 'client']",[12.953553442987074],"(40.41101822870703, -79.91054922095948)","(40.49873993190824, -80.01034677072525)"
"['store', 'client']",[4.700250891115659],"(40.41101822870703, -79.91054922095948)","(40.451746104350406, -79.92563654428156)"
"['store', '56', 'client']",[10.928173543458623],"(40.41101822870703, -79.91054922095948)","(40.39434093123543, -80.03437050259113)"
"['store', 'client']",[5.555582261660865],"(40.41101822870703, -79.91054922095948)","(40.460193704955785, -79.92260532137945)"
"['store', 'client']",[7.96051127217058],"(40.41101822870703, -79.91054922095948)","(40.47022150359626, -79.96345855849226)"
"['store', 'client']",[7.60688872080733],"(40.41101822870703, -79.91054922095948)","(40.44953931438835, -79.83641969247887)"
"['store', '14', '10', 'client']",[16.336977990791773],"(40.41101822870703, -79.91054922095948)","(40.42713946064168, -80.10190850819302)"
"['store', 'client']",[2.6971541759207294],"(40.41101822870703, -79.91054922095948)","(40.42555661118679, -79.88509101365509)"
"['store', 'client']",[7.093539185589573],"(40.41101822870703, -79.91054922095948)","(40.46256000248788, -79.95993967412345)"
"['store', '15', 'client']",[10.843142091692325],"(40.41101822870703, -79.91054922095948)","(40.493387303018025, -79.84463466994862)"
"['store', '56', '23', 'client']",[16.461707752072467],"(40.41101822870703, -79.91054922095948)","(40.36681968726806, -80.0845487679816)"
"['store', 'client']",[9.845623107759723],"(40.41101822870703, -79.91054922095948)","(40.339787772638616, -79.9795874739076)"
"['store', 'client']",[8.531570076243554],"(40.41101822870703, -79.91054922095948)","(40.46541300169447, -79.98156409886846)"
"['store', 'client']",[8.070946719146768],"(40.41101822870703, -79.91054922095948)","(40.40049033314271, -79.8164723766317)"
"['store', 'client']",[6.841537646646472],"(40.41101822870703, -79.91054922095948)","(40.45619060095293, -79.96538030024455)"
"['store', 'client']",[9.963865455778276],"(40.41101822870703, -79.91054922095948)","(40.39112121562385, -80.02499817443746)"
"['store', '33', '58', '1', '43', 'client']",[33.62050985159683],"(40.41101822870703, -79.91054922095948)","(40.63686329219392, -79.7219590958869)"
"['store', 'client']",[7.826408521953159],"(40.41101822870703, -79.91054922095948)","(40.47238530423344, -79.95591934207914)"
"['store', 'client']",[9.201351887369741],"(40.41101822870703, -79.91054922095948)","(40.43085861707337, -80.01581611300857)"
"['store', '56', '23', '5', '17', '57', '54', 'client']",[50.986613615047155],"(40.41101822870703, -79.91054922095948)","(40.53574795370433, -80.24702179595133)"
"['store', 'client']",[5.780204208445487],"(40.41101822870703, -79.91054922095948)","(40.4591471038072, -79.93650004580658)"
"['store', 'client']",[6.037141248160809],"(40.41101822870703, -79.91054922095948)","(40.46531990562974, -79.91405129780296)"
"['store', 'client']",[7.292108313910368],"(40.41101822870703, -79.91054922095948)","(40.36931118055514, -79.97688887686203)"
"['store', 'client']",[9.188749439663434],"(40.41101822870703, -79.91054922095948)","(40.49358060530902, -79.90327403121033)"
"['store', 'client']",[8.13265026809215],"(40.41101822870703, -79.91054922095948)","(40.48178150566641, -79.93526169182459)"
"['store', 'client']",[5.937349130144099],"(40.41101822870703, -79.91054922095948)","(40.46126750412928, -79.93446473770527)"
"['store', '6', '39', 'client']",[17.086100813280968],"(40.41101822870703, -79.91054922095948)","(40.49789517301999, -80.03062038178906)"
"['store', '6', 'client']",[11.973502345465375],"(40.41101822870703, -79.91054922095948)","(40.503182708992014, -79.98380420916303)"
"['store', '6', '39', 'client']",[20.092243856658296],"(40.41101822870703, -79.91054922095948)","(40.50302754984202, -80.06866068824478)"
"['store', 'client']",[8.730640298211464],"(40.41101822870703, -79.91054922095948)","(40.393202694926586, -80.0107197106354)"
"['store', 'client']",[8.749205755175083],"(40.41101822870703, -79.91054922095948)","(40.46991200287715, -79.97905348160452)"
"['store', '56', 'client']",[12.847788291832606],"(40.41101822870703, -79.91054922095948)","(40.38039484964824, -80.05169321007806)"
"['store', 'client']",[6.5101277865607035],"(40.41101822870703, -79.91054922095948)","(40.46657380449489, -79.93505902646262)"
"['store', '6', '4', 'client']",[19.5807106757246],"(40.41101822870703, -79.91054922095948)","(40.579951779794285, -79.96610990766516)"
"['store', 'client']",[5.117396561434497],"(40.41101822870703, -79.91054922095948)","(40.36493410650569, -79.91096018462653)"
"['store', '14', 'client']",[14.025899114889814],"(40.41101822870703, -79.91054922095948)","(40.43535871639803, -80.07236845665784)"
"['store', '56', 'client']",[11.635468476183608],"(40.41101822870703, -79.91054922095948)","(40.38371403148608, -80.03800724766967)"
"['store', '6', 'client']",[11.417775492307216],"(40.41101822870703, -79.91054922095948)","(40.472906730167935, -80.0142349731191)"
"['store', '56', '23', '5', '17', '57', '54', '48', 'client']",[55.39717576287068],"(40.41101822870703, -79.91054922095948)","(40.56688783865464, -80.21150692101848)"
"['store', '11', 'client']",[15.590184901629993],"(40.41101822870703, -79.91054922095948)","(40.291599454888505, -79.9894685612947)"
"['store', '56', '23', '5', '17', '57', '54', '48', '59', '19', 'client']",[69.1933422251236],"(40.41101822870703, -79.91054922095948)","(40.621971878724274, -80.08176405142737)"
"['store', 'client']",[5.349738144450136],"(40.41101822870703, -79.91054922095948)","(40.459195305876094, -79.91067530438832)"
"['store', 'client']",[8.698138261510215],"(40.41101822870703, -79.91054922095948)","(40.488038606028965, -79.92922777059218)"
"['store', 'client']",[5.580181458924775],"(40.41101822870703, -79.91054922095948)","(40.45103441026625, -79.87077005085985)"
"['store', 'client']",[3.2747637595336965],"(40.41101822870703, -79.91054922095948)","(40.43720440884917, -79.89279981132825)"
"['store', 'client']",[4.485912144604482],"(40.41101822870703, -79.91054922095948)","(40.45116640658684, -79.90467900930105)"
